22026,Morningside Playcentre,09-815 7491,kiri.mccabe@playcentre.org.nz,1A School Road,Western Springs,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,134400,Kingsland,Albert-Eden-Puketāpapa Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.872634430,174.737211840,29,15,3,2,7,2,8,0,22,17,0,0,2,5
22027,Mt Albert Playcentre,09-8467963,kiri.mccabe@playcentre.org.nz,25 Phyllis Street,Mount Albert,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,131900,Mount Albert West,Albert-Eden-Puketāpapa Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.885071430,174.704520500,30,15,10,7,9,3,5,2,36,29,3,0,6,6
22028,Newmarket Playcentre,09-524 9576,kiri.mccabe@playcentre.org.nz,2 Hapua Street,Remuera,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Ōrākei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,139400,Remuera West,Ōrākei Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.866006470,174.789775600,25,15,7,4,7,3,3,0,24,19,2,1,8,1
22029,New Windsor Playcentre,09-828 6290,kiri.mccabe@playcentre.org.nz,64 Peter Buck Road,New Windsor,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,138301,New Windsor South,Whau Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.908366220,174.711388400,30,15,0,6,5,6,7,0,24,13,1,0,11,1
22032,Titirangi Playcentre,09-8173003,shalina.arora@playcentre.org.nz,500 South Titirangi Road,Titirangi,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Waitākere Ranges,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,New Lynn,Tāmaki Makaurau,136700,Titirangi South,Waitākere Ward,Shailina Arora,P O Box 57217,,Porirua 5026,,,,-36.939300390,174.655608230,30,15,2,7,6,3,2,0,20,18,2,0,4,2
22033,Onehunga Playcentre,09-6221396,,47 Hill Street,Onehunga,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144101,Onehunga West,Maungakiekie-Tāmaki Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,99190,Te Iti Kahurangi Community of Learning,-36.921967630,174.780940600,30,15,32,5,2,4,7,0,50,39,5,4,11,4
22035,Aotea Island Playcentre,09-429 0600,aoteaisland@playcentre.org.nz,Kaitoke Lane,Claris,Great Barrier Island,Playcentre,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Aotea/Great Barrier,Rural other,Auckland Region,Tāmaki Herenga Manawa,Auckland Central,Te Tai Tokerau,111801,Barrier Islands,Waitematā and Gulf Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.257966780,175.472303410,30,15,1,4,3,2,0,0,10,10,3,0,0,0
22038,Birkenhead Playcentre,09-480 9671,birkenhead@playcentre.org.nz,16 Recreation Drive,Birkenhead,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,126500,Birkenhead North,North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.805876860,174.724308150,30,15,5,7,10,12,8,0,42,41,4,2,2,2
22039,Coatesville Playcentre,09-415 8547,northern.csc@playcentre.org.nz,12 Mahoenui Valley Road,,Coatesville,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Rodney,Rural other,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115501,Coatesville,Rodney Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.717030280,174.643883580,30,20,15,4,7,7,0,0,33,32,0,0,1,2
22041,Greenhithe Playcentre,09-413 5039,rachel.rix-trott@playcentre.org.nz,15 A Greenhithe Road,Greenhithe,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Upper Harbour,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,118900,Greenhithe West,Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.774942160,174.672528110,30,15,8,8,7,6,1,0,30,27,3,1,3,0
22042,Kaukapakapa Playcentre,09-420 5308,rachel.rix-trott@playcentre.org.nz,Sinclair Park Macky Road,,Kaukapakapa,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Rodney,Rural settlement,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111601,Kaukapakapa,Rodney Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.632578130,174.500020840,29,15,1,3,1,2,3,2,12,12,1,0,0,0
22043,Mairangi Bay Playcentre,09-478 3316,rachel.rix-trott@playcentre.org.nz,112 Kowhai Road,Mairangi Bay,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,122200,Campbells Bay,Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.746454980,174.751830300,30,15,13,6,7,6,1,0,33,23,5,2,11,2
22044,Matakana Playcentre,09-422 9070,rachel.rix-trott@playcentre.org.nz,3 Torea Road,,Matakana-Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Rodney,Rural settlement,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,110900,Dome Valley-Matakana,Rodney Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.351992870,174.716417040,30,15,1,2,4,2,5,1,15,14,3,0,2,0
22045,Narrowneck Playcentre,027-8802756,narrowneck@playcentre.org.nz,22 Handley Avenue,Devonport,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,130700,Narrow Neck,North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,99048,Devonport-Takapuna Kāhui Ako,-36.814315390,174.798985190,30,15,19,2,6,6,3,0,36,36,8,1,1,0
22047,Onepoto Playcentre,09-443 6359,onepoto@playcentre.org.nz,51 Hillcrest Avenue,Northcote,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,125600,Hillcrest North (Auckland),North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.791329850,174.741738650,28,20,16,1,2,4,1,0,24,22,5,3,2,0
22048,Red Beach Playcentre,027-880 4108,redbeach@playcentre.org.nz,3 Bay Vista Drive,,Red Beach,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,114000,Red Beach East,Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.605431440,174.701375460,30,15,5,8,10,4,7,0,34,28,1,5,8,0
22050,Silverdale Playcentre,09-426 3282,rachel.rix-trott@playcentre.org.nz,19 Wainui Road,,Silverdale,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,113800,Silverdale Central (Auckland),Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.615940230,174.678054400,30,15,25,2,8,3,2,0,40,37,6,3,3,0
22051,Takapuna Playcentre,09-489 8366,northern.csc@playcentre.org.nz,4/8 Auburn Street,Takapuna,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.789473870,174.768149300,30,15,21,4,3,2,4,0,34,23,2,1,10,4
22052,Takarunga Playcentre,027-880 2749,takarunga@playcentre.org.nz,1-26 Kerr Street,Devonport,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,133000,Devonport,North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.828433100,174.798684580,29,10,1,5,1,9,2,0,18,16,3,0,0,1
22053,Torbay Playcentre,09-473 8077,rachel.rix-trott@playcentre.org.nz,35 Watea Road,Torbay,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117201,Torbay West,Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.695515840,174.750365450,29,15,5,4,4,5,4,0,22,19,0,2,4,0
22055,Waiheke Island Playcentre,09-372 9480,waihekeisland@playcentre.org.nz,5A Albert Crescent,Ostend,Waiheke Island,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Waiheke,Small urban area,Auckland Region,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,148700,Ostend,Waitematā and Gulf Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,99088,Waiheke Kāhui Ako,-36.800512000,175.044365060,30,15,3,8,4,8,0,2,25,25,3,1,0,1
22056,Warkworth Playcentre,09-425 8331,rachel.rix-trott@playcentre.org.nz,Church Hill,,Warkworth,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Rodney,Small urban area,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111300,Warkworth East,Rodney Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.401673210,174.663863480,30,15,0,6,3,2,4,0,15,13,3,0,4,0
22057,Whangaparaoa Playcentre,09-424 1090,rachel.rix-trott@playcentre.org.nz,41 A Stanmore Bay Road,,Whangaparaoa,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115200,Manly West,Albany Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.632031970,174.749106590,30,15,4,6,10,4,2,0,26,26,4,0,4,0
22058,Windy Ridge Playcentre,09-444 3949,northern.csc@playcentre.org.nz,21A Tamahere Drive,Glenfield,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,123300,Glenfield South West,North Shore Ward,Rachel Rix-Trott,P O Box 57217,,Porirua 5026,,,,-36.787489420,174.711674540,30,15,25,7,3,5,4,0,44,41,7,0,6,0
22059,Ellerslie Playcentre,09-5791974,,8 Lawry Street,Ellerslie,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Ōrākei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144400,Ellerslie East,Maungakiekie-Tāmaki Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.894396230,174.820939420,25,20,9,31,8,4,2,0,54,38,2,0,21,6
22060,Glen Innes Playcentre,09-8388849,Kiri.mccabe@playcentre.org.nz,109 A Taniwha Street,Glen Innes,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145800,Glen Innes East-Wai O Taiki Bay,Maungakiekie-Tāmaki Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.877776080,174.868453360,25,15,7,5,3,7,1,0,23,20,1,3,3,3
22061,Mt Wellington Playcentre,09-8388849 ,kiri.mccabe@playcentre.org.nz,174 Penrose Road,Mount Wellington,Auckland,Playcentre,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,146201,Mount Wellington Ferndale,Maungakiekie-Tāmaki Ward,Kiri McCabe,P O Box 57217,,Porirua 5026,09-4153321,,,-36.906835670,174.829423460,30,20,17,5,6,6,4,0,38,32,3,0,4,5
25000,Active Explorers Central Park,09-525 1694,cm.centralpark@activeexplorers.co.nz,"Building 9, 666 Great South Road",Ellerslie,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144201,Ellerslie West,Maungakiekie-Tāmaki Ward,Sheree Davys,Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-2960522,,,-36.901806810,174.806884110,50,10,2,3,3,5,3,2,18,7,0,5,11,2
25003,Karaka Learning Centre 4,09-2984199,info@karakalearning.co.nz,113 Harbourside Drive,Karaka,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162500,Hingaia,Manurewa-Papakura Ward,Rachel Waterson,P O Box 72916,Papakura,South Auckland 2244,09-2984199 Ext 8,,,-37.069358980,174.926421100,140,0,0,0,21,29,38,5,93,62,9,5,37,6
25004,The Wildlings Early Years,09-2680017,sam@thewildlings.co.nz,32 McInnes Road,Weymouth,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,160700,Weymouth South,Manurewa-Papakura Ward,Samantha Christians,32 McInnes Road,Weymouth,Auckland 2102,,99211,Te Korowai Kakahu o Manurewa Kāhui Ako,-37.049569060,174.859101990,40,10,4,4,5,6,5,3,27,11,11,11,6,2
25005,Pukapuka Preschool,09-2759630,,23 Canning Crescent,Mangere,Auckland,Education & Care Service,Cook Island ECE Service,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Māngere-Ōtāhuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,150200,Māngere Central,Manukau Ward,Tupuka Tikinau,P O Box 43247,Mangere,South Auckland 2022,09-2759630,,,-36.971570740,174.803387400,30,0,0,0,1,9,4,2,16,0,0,16,1,1
25006,Barnardos Early Learning Centre Mangere,09-275 5978,deloshnee.pillay@barnardos.org.nz,33 Cape Road,Mangere,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Māngere-Ōtāhuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,150200,Māngere Central,Manukau Ward,Deloshnee Pillay,P O Box 6434,Marion Square,Wellington 6141,09-267 8394,,,-36.970870830,174.796166300,90,20,1,13,22,13,10,0,59,12,12,32,18,1
25007,Beachcomber Kindergarten,09-5348058,admin@beachcomberkindergarten.co.nz,95 Hutchinsons Road,Howick South,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,Not Applicable / Unknown,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,150400,Howick West,Howick Ward,Christine Philippe,95 Hutchinsons Road,Howick,South Auckland 2014,09-5359248,,,-36.892867710,174.915125330,30,0,0,0,8,9,14,1,32,24,5,1,9,4
25009,St Andrews Chilton Kindergarten,09-5372282,,11 Vincent Street,Howick,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,152000,Howick Central,Howick Ward,Janine Leaming,P O Box 38590,Howick,South Auckland 2145,09-5372282,,,-36.899224920,174.920929810,35,0,0,0,5,6,5,1,17,13,0,2,3,1
25012,Pukeko Preschool Mangere East,09-276 2611,pukekopreschoolmangereeast@gmail.com,5 Hain Avenue,Mangere East,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Māngere-Ōtāhuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,152101,Massey Road North,Manukau Ward,Mira Mautner,48 Waipa Street,Birkenhead,Auckland 0626,09-482 2454,99124,Whakatipu Akoranga Kāhui Ako,-36.965535430,174.828136070,35,10,1,8,9,10,11,0,39,6,4,28,12,0
25013,Pakuranga Montessori Learning Centre,09-2131866,pmontessori2014@gmail.com,71 Udys Road,Pakuranga,Auckland,Education & Care Service,Montessori,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149800,Pakuranga Central,Howick Ward,Zheng (Summer) Wei,15 Sarah Place,Farm Cove,Auckland 2012,09-2131866,,,-36.914206570,174.882854140,39,0,0,0,9,13,17,1,40,5,1,4,34,0
25015,Howick Baptist Church Kindergarten,021-0412010,admin@hbckindy.nz,17 Wellington Street,Howick,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,152000,Howick Central,Howick Ward,Alison Leaf,126A Bleakhouse Road,Mellons Bay,Auckland 2014,09-534 7752,99127,Waipaparoa Kāhui Ako,-36.893430380,174.929701400,50,0,0,0,0,8,15,0,23,10,0,1,12,2
25017,Howick KIDS Early Learning Centre,09-535 7507,glen.tuala@communitykids.co.nz,563 Pakuranga Road,Howick,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,152201,Botany Downs West,Howick Ward,Glen Tuala,P O Box 18424,Glen Innes,Auckland 1743,09-5707457,,,-36.899211690,174.915522190,50,15,0,10,14,16,13,0,53,36,1,5,17,3
25019,Kiddy Winks Kindergarten,09-267 4933,admin@kiddywinks.org.nz,9 Lupton Road,Manurewa,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,160100,Manurewa Central,Manurewa-Papakura Ward,Nicole Leach,P O Box 75964,Manurewa,Auckland 2243,09-266 8484,,,-37.023123380,174.892948470,30,0,0,0,4,14,6,2,26,4,3,7,7,8
25026,Immanuel Preschool (Mangere),09-277 9409,rachel@immanuelpreschool.ac.nz,55 Hokianga Street,Mangere East,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Ōtara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,153600,Aorere Central,Manukau Ward,Rachel Talapati,103A Terry Street,Blockhouse Bay,Auckland 0600,09-627 4325,,,-36.974669280,174.835497270,30,10,1,4,2,6,10,1,24,3,2,12,11,0
25029,Litttle Learners Childcare,09-272 3344,littlelearners491@gmail.com,491 Te Irirangi Drive,Flat Bush,Manukau,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,156601,Savonna,Howick Ward,Benjamin Dragonson,491 Te Irirangi Drive,Dannemora,Auckland 2016,09-272 3344,,,-36.950754420,174.906357170,50,20,1,8,10,10,8,1,38,15,6,7,21,3
25030,Manukau Institute Of Technology Children's Education Centre,09-9687715,liz.keneti@manukau.ac.nz,"Manukau Institute of Technology 61 Otara Road, Gate 11",Otara,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Ōtara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,154400,Ōtara Central,Manukau Ward,Liz Keneti,PO Box 19400,,Hamilton 3244,09-968 8642,,,-36.954261750,174.872103040,90,30,3,10,12,14,10,0,49,14,17,22,18,0
25031,Te Kōhanga Reo o Manurewa,09-267 0955,,33 Russell Road,Manurewa,Auckland,Te Kōhanga Reo,,Community based,Yes,Te Kōhanga Reo National Trust,Te Tai Raro,EQI 3,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,160100,Manurewa Central,Manurewa-Papakura Ward,Kerry Jones,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,04-381 8750,,,-37.023262970,174.889217030,40,9,1,7,8,7,6,0,29,0,25,0,0,4
25032,Manurewa West Kindergarten,09-972 9917,adam.berry@cmka.org.nz,2 Crampton Place,Manurewa,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,160000,Rowandale East,Manurewa-Papakura Ward,Adam Berry,P O Box 93,Takanini,Auckland 2245,09-972 9917,99187,Te Kaahui Ako O Manurewa,-37.025031270,174.876811080,30,0,0,0,4,8,10,1,23,3,7,17,4,0
25035,The Tree House,09-276 0005,treehouse.governance@middlemore.co.nz,"Building 9, Middlemore Hospital 100 Hospital Road",Papatoetoe,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Ōtara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,152700,Middlemore,Manukau Ward,Courtney Harper,P O Box 93311,Otahuhu,Auckland 1640,,,,-36.963455460,174.840223450,90,30,6,22,17,23,17,0,85,42,13,30,22,5
25036,Young Petals Early Learning Centre Drury,09-2947125,hello@youngpetals.co.nz,12A Cross Street,,Drury,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,164302,Drury East,Manurewa-Papakura Ward,Sujata Patel,15 Windoma Circle,Papatoetoe,Auckland 2025,09-2779730,,,-37.097898720,174.946885000,30,10,2,4,13,4,9,1,33,24,9,5,3,3
25041,Pakuranga Baptist Kindergarten,09-5767632,pakbaptkindy@xtra.co.nz,2 Freemantle Place,Pakuranga,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,151500,Pakuranga Heights South West,Howick Ward,Jacqueline  Lees,P O Box 51538,Pakuranga Heights,South Auckland 2140,09-5330491,99189,South East Christian Kāhui Ako,-36.924405870,174.884826420,40,0,0,0,11,10,8,1,30,15,3,2,17,3
25044,Panmure Bridge Childcare Centre,09-5271165,candyw@panmurebridgechildcare.co.nz,43 Caen Road,Panmure,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Panmure-Ōtāhuhu,Tāmaki Makaurau,147100,Panmure East,Maungakiekie-Tāmaki Ward,Tsz Kan (Candy)  Wu,P O Box 14747,Panmure,Auckland 1741,09-527 1165,99189,South East Christian Kāhui Ako,-36.901012090,174.863147630,40,10,1,2,5,7,13,0,28,9,10,14,4,3
25045,Papakura First Presbyterian Pre-School,09-298 2591,presch@xtra.co.nz,6-8 Coles Crescent,Papakura Central,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163200,Papakura Central,Manurewa-Papakura Ward,Melanie Whitham,P O Box 72978,Papakura,Auckland 2244,09-2924747,,,-37.059053200,174.939002000,30,0,0,0,3,8,10,4,25,20,1,2,5,0
25046,The Treasure Cove Early Learning Centre,09-266 5727,,159 A Russell Road,Manurewa,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 2,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,159202,Homai Central,Manurewa-Papakura Ward,Peter Green,32 St Vincent Avenue,Remuera,Auckland 1050,09-266 5727,,,-37.015900840,174.876040730,80,25,1,17,15,12,18,1,64,29,19,32,19,1
25049,BestStart Maich Road,09-269 0077,maich@best-start.org,78-80 Maich Road,Manurewa,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,160100,Manurewa Central,Manurewa-Papakura Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99186,Alfriston Kāhui Ako,-37.015593550,174.889911810,100,15,2,14,25,23,27,0,91,12,14,16,58,7
25050,Amber Early Learning Centre,09-2981185,amberelc.takanini@gmail.com,14 Taka Street,Takanini,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,162000,Takanini West,Manurewa-Papakura Ward,Navpreet Kaur,34 Milano Boulevard,Karaka,South Auckland 2113,09-298 1185,,,-37.042530300,174.920749540,60,20,4,12,9,18,7,0,50,8,3,10,32,0
25052,BestStart Dublin Street,09-238 7388,dublin@best-start.org,30 Dublin Street,,Pukekohe,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Franklin,Medium urban area,Auckland Region,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165302,Pukekohe North West,Franklin Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99075,Pukekohe Community of Learning,-37.196208820,174.899649350,65,20,3,9,13,16,13,3,57,12,31,11,13,4
25054,Good Seeds Childrens Centre,09-275 1069,info@goodseedtrust.co.nz,201 Buckland Road,Mangere,Auckland,Education & Care Service,Non-denominational,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Māngere-Ōtāhuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,151800,Massey Road West,Manukau Ward,Helen Senior,P O Box 86076,Mangere East,Auckland 2158,09-275 1069,99124,Whakatipu Akoranga Kāhui Ako,-36.967457490,174.820453460,80,10,1,5,15,28,20,1,70,16,23,61,4,1
